Month,Discount_Level,Conversions,Revenue_Generated
2043-07,34,618,46185.24
2043-07,41,934,29180.26
2043-07,44,289,11076.95
2043-07,52,38,73437.22
2043-07,53,944,55758.27
2043-07,55,327,21538.64
2043-07,60,706,61359.49
2043-07,65,162,86821.61
2043-07,66,265,66069.89
2043-07,67,43,1786.78
2043-08,13,696,99958.93
2043-08,14,50,57695.7
2043-08,21,858,83680.84
2043-08,23,647,50750.78
2043-08,24,868,79489.89
2043-08,25,475,129346.53
2043-08,26,1400,104088.62
2043-08,29,232,70964.45
2043-08,33,469,61531.91
2043-08,35,789,82330.67
2043-08,37,17,40178.04
2043-08,41,764,97053.35
2043-08,42,35,83545.79
2043-08,43,117,58831.66
2043-08,44,496,16654.11
2043-08,48,321,26198.62
2043-08,49,209,97674.48
2043-08,50,354,99390.68
2043-08,52,896,29913.38
2043-08,53,319,94404.77
2043-08,55,467,78566.9
2043-08,58,582,61234.55
2043-08,61,80,14433.38
2043-08,69,523,3095.16
2043-09,10,501,98329.78
2043-09,11,1042,115902.83
2043-09,13,233,84569.56
2043-09,16,282,1572.71
2043-09,17,299,54451.1
2043-09,18,740,31809.54
2043-09,21,335,20054.47
2043-09,25,728,85563.64
2043-09,27,963,52826.020000000004
2043-09,28,747,76719.41
2043-09,35,257,30377.65
2043-09,36,17,68331.47
2043-09,40,411,81912.95
2043-09,42,742,45624.78
2043-09,45,886,69665.64
2043-09,47,544,75520.94
2043-09,49,506,80294.71
2043-09,50,395,2435.09
2043-09,54,312,9682.2
2043-09,55,802,190195.25
2043-09,59,125,81388.36
2043-09,63,337,66094.57
2043-10,15,853,87345.56
2043-10,19,789,95949.23
2043-10,23,353,3242.5
2043-10,24,289,72594.4
2043-10,33,301,50825.69
2043-10,36,577,39016.89
2043-10,43,2539,286364.18
2043-10,45,462,99620.11
2043-10,46,618,36840.17
2043-10,47,1674,121933.04999999999
2043-10,52,772,27551.85
2043-10,55,578,31208.15
2043-10,58,897,137421.57
2043-10,59,1389,153663.8
2043-10,65,54,33069.1
2043-11,13,202,20563.41
2043-11,18,1035,166457.8
2043-11,21,88,33448.53
2043-11,25,769,5694.61
2043-11,31,206,43566.6
2043-11,32,340,83267.46
2043-11,33,836,42973.49
2043-11,34,984,62427.2
2043-11,35,211,7284.67
2043-11,39,1078,17532.66
2043-11,44,149,13524.39
2043-11,45,704,26671.1
2043-11,46,102,40915.42
2043-11,47,1080,138528.41
2043-11,48,229,57682.79
2043-11,49,688,9824.79
2043-11,50,245,69021.43
2043-11,51,658,67091.85
2043-11,52,961,65303.54
2043-11,54,404,6221.28
2043-11,58,710,15025.06
2043-11,64,90,10525.81
2043-11,65,964,40404.24
2043-11,66,240,12856.23
2043-11,67,263,98709.9
2043-11,69,673,67709.65
2043-12,19,347,75871.46
2043-12,26,787,83220.54
2043-12,39,789,1320.39
2043-12,40,1602,95470.36
2043-12,41,619,121090.7
2043-12,42,441,66995.39
2043-12,44,867,36320.68
2043-12,45,1118,157973.72
2043-12,47,874,7510.64
2043-12,53,498,86812.1
2043-12,55,1,74904.96
2043-12,57,1182,90192.94
2043-12,58,486,34665.61
2043-12,60,131,7478.58
2043-12,61,998,79448.64
2043-12,65,798,99619.04999999999
2043-12,68,724,20080.64
2044-01,13,1467,131262.58
2044-01,14,41,42173.91
2044-01,19,323,42624.52
2044-01,20,1000,121172.57
2044-01,24,804,19578.25
2044-01,29,915,16058.24
2044-01,31,454,52506.04
2044-01,35,990,15689.75
2044-01,36,327,8006.43
2044-01,37,618,141495.06
2044-01,39,970,62217.85
2044-01,42,110,92136.47
2044-01,46,243,16976.47
2044-01,47,892,59535.28
2044-01,48,89,92575.59
2044-01,49,932,30825.670000000002
2044-01,51,516,74997.61
2044-01,52,194,86049.94
2044-01,54,520,15064.52
2044-01,61,771,107656.7
2044-01,65,637,49025.97
2044-01,66,905,59603.87
2044-01,67,930,29496.89
2044-01,68,877,45044.86
2044-02,13,1202,117015.70000000001
2044-02,20,779,122398.47
2044-02,24,363,58656.53
2044-02,26,842,96391.0
2044-02,28,386,57673.64
2044-02,29,525,23427.92
2044-02,31,976,30469.61
2044-02,38,3,68450.89
2044-02,39,471,96814.65
2044-02,40,858,10484.08
2044-02,41,264,97217.62
2044-02,45,173,48649.89
2044-02,50,676,87239.77
2044-02,51,802,84773.85
2044-02,52,470,75744.36
2044-02,53,932,76678.85
2044-02,54,165,19915.15
2044-02,55,712,33395.13
2044-02,56,866,33451.95
2044-02,57,1191,160516.59
2044-02,60,516,24669.53
2044-02,61,901,77954.75
2044-02,63,388,68301.35
2044-03,11,374,136692.51
2044-03,12,723,86474.23
2044-03,14,136,43975.65
2044-03,19,893,55187.57
2044-03,20,187,6273.97
2044-03,21,692,82313.65
2044-03,22,53,68763.33
2044-03,23,997,58593.44
2044-03,30,924,49236.77
2044-03,31,2101,70667.86
2044-03,33,482,19748.85
2044-03,36,158,35117.31
2044-03,39,298,50651.04
2044-03,46,509,68032.84
2044-03,47,47,70933.7
2044-03,49,542,47491.83
2044-03,50,363,41119.27
2044-03,51,359,10851.46
2044-03,54,981,83930.99
2044-03,55,776,99832.22
2044-03,56,944,16967.4
2044-03,59,918,39566.01
2044-03,61,572,62689.25
2044-03,63,115,59161.53
2044-03,67,645,91498.05
2044-04,12,1482,24639.83
2044-04,18,980,20982.23
2044-04,19,1506,247038.15
2044-04,21,781,166692.47999999998
2044-04,26,540,87799.72
2044-04,27,246,49882.89
2044-04,34,397,30741.03
2044-04,37,528,45267.91
2044-04,39,895,13271.84
2044-04,40,922,54449.32
2044-04,41,323,87976.47
2044-04,43,242,24600.06
2044-04,46,313,69278.08
2044-04,48,225,24388.7
2044-04,50,274,83795.33
2044-04,51,772,40332.66
2044-04,53,470,93028.47
2044-04,54,138,18373.19
2044-04,60,712,17374.27
2044-04,61,571,98953.68
2044-04,62,610,40761.95
2044-04,63,126,26041.03
2044-05,13,149,50461.56
2044-05,14,244,112153.81
2044-05,20,191,87276.56
2044-05,21,798,100067.92
2044-05,23,56,25335.17
2044-05,27,662,37424.28
2044-05,32,513,39541.72
2044-05,35,336,29562.44
2044-05,39,727,89087.74
2044-05,40,173,28910.86
2044-05,44,138,37486.46
2044-05,56,168,39477.24
2044-05,59,893,29048.3
2044-05,60,820,56095.59
2044-05,62,998,45034.28
2044-05,64,556,73120.23
2044-06,10,165,56453.25
2044-06,11,19,40427.29
2044-06,13,270,8108.45
2044-06,15,311,45236.23
2044-06,18,570,99735.41
2044-06,21,175,60933.68
2044-06,22,218,184142.82
2044-06,23,513,39189.58
2044-06,25,977,141072.0
2044-06,26,763,24415.04
2044-06,30,1000,123953.55
2044-06,32,983,38075.86
2044-06,35,857,9854.24
2044-06,36,43,92044.52
2044-06,37,619,53109.42
2044-06,41,299,82760.61
2044-06,45,553,56796.72
2044-06,49,647,25956.95
2044-06,50,60,75920.16
2044-06,51,624,34200.62
2044-06,53,129,54481.48
2044-06,58,315,83608.61
2044-06,59,720,121310.07
2044-06,60,198,27474.12
2044-06,61,651,35016.03
2044-06,62,466,11653.02
2044-06,64,591,101854.44
2044-06,65,454,72680.34
2044-06,66,991,128700.81
2044-06,68,823,81870.03
2044-06,69,346,30417.89
2044-07,12,880,41469.28
2044-07,14,924,82593.5
2044-07,15,1263,188856.71
2044-07,16,164,15844.87
2044-07,21,647,71793.0
2044-07,22,87,17982.52
2044-07,23,498,23273.84
2044-07,25,876,19181.18
2044-07,26,84,75895.31
2044-07,29,762,69247.06
2044-07,30,214,30616.33
2044-07,34,319,75159.69
2044-07,35,350,117838.16
2044-07,40,22,62336.76
2044-07,41,339,47347.43
2044-07,43,3,53994.72
2044-07,44,656,1125.68
2044-07,49,971,22504.1
2044-07,50,859,43366.4
2044-07,52,161,133044.45
2044-07,54,779,20861.14
2044-07,56,949,14587.27
2044-07,58,261,90234.6
2044-07,61,26,50304.58
2044-07,62,899,95382.74
2044-07,63,524,18945.09
2044-07,64,738,54311.4
2044-07,68,208,71782.75
2044-08,14,731,17409.94
2044-08,15,99,43516.03
2044-08,16,159,8505.21
2044-08,26,436,60593.93
2044-08,28,975,92043.58
2044-08,30,789,87492.4
2044-08,31,402,81175.0
2044-08,36,862,55004.05
2044-08,39,508,37260.86
2044-08,40,333,58908.23
2044-08,46,320,39071.76
2044-08,51,1194,78681.0
2044-08,53,540,77596.23999999999
2044-08,55,1495,10746.82
2044-08,57,779,14679.43
2044-08,58,431,77320.83
2044-08,60,1596,143148.78
2044-08,66,424,18312.68
2044-09,11,756,12882.91
2044-09,12,109,24694.14
2044-09,16,415,39417.2
2044-09,18,706,91519.88
2044-09,20,479,5940.03
2044-09,21,918,14656.09
2044-09,22,978,36245.92
2044-09,24,580,89974.25
2044-09,26,852,93479.67
2044-09,27,1176,89071.14
2044-09,29,275,78607.3
2044-09,32,697,51883.65
2044-09,33,399,14129.83
2044-09,35,448,24525.0
2044-09,37,506,88999.01
2044-09,39,562,24225.28
2044-09,43,645,20791.8
2044-09,47,497,5751.55
2044-09,51,284,43631.5
2044-09,53,358,36811.7
2044-09,55,736,58576.43
2044-09,57,945,31756.93
2044-09,59,670,13886.08
2044-09,64,64,77834.76
2044-09,65,917,20141.47
2044-09,66,420,26664.32
2044-09,67,1225,95762.7
2044-10,11,537,71177.2
2044-10,13,263,34842.69
2044-10,14,385,23249.94
2044-10,16,813,18852.75
2044-10,18,1420,170100.82
2044-10,20,185,30499.66
2044-10,25,1268,149008.31
2044-10,30,1220,85723.45
2044-10,32,562,9095.86
2044-10,33,1184,98415.22
2044-10,36,1378,175622.81
2044-10,37,613,5551.33
2044-10,38,44,48044.5
2044-10,39,1186,105769.16
2044-10,40,881,15277.35
2044-10,41,55,65034.96
2044-10,42,648,69760.68
2044-10,49,853,61601.42
2044-10,50,1416,116701.49
2044-10,51,900,77466.41
2044-10,56,374,96211.65
2044-10,58,453,8592.21
2044-10,59,128,180656.75
2044-10,61,944,83332.53
2044-10,66,910,82033.15
2044-10,68,285,37378.01
2044-11,10,553,85766.02
2044-11,11,250,71373.8
2044-11,12,1251,37220.479999999996
2044-11,13,596,176195.26
2044-11,14,98,96003.99
2044-11,15,841,1765.75
2044-11,19,860,132034.16999999998
2044-11,21,528,72108.68
2044-11,26,490,20187.64
2044-11,30,1553,115629.03
2044-11,34,515,57830.27
2044-11,38,1077,34538.600000000006
2044-11,40,2359,87104.40000000001
2044-11,42,32,47974.97
2044-11,43,384,23882.38
2044-11,44,2001,161270.08
2044-11,45,984,79760.42
2044-11,51,126,58292.59
2044-11,53,600,78200.05
2044-11,55,335,84106.6
2044-11,56,228,41807.56
2044-11,57,1219,212926.24
2044-11,58,779,74174.05
2044-11,60,934,43001.79
2044-11,64,765,66416.77
2044-11,65,1112,141949.37
2044-11,67,479,34293.92
2044-12,13,1108,145079.7
2044-12,18,1062,95692.1
2044-12,19,410,96067.89
2044-12,21,817,98341.55
2044-12,22,972,58771.76
2044-12,24,705,42240.16
2044-12,28,33,90025.25
2044-12,30,879,21248.35
2044-12,32,312,73738.07
2044-12,33,341,40643.71
2044-12,34,690,66846.01
2044-12,39,161,93986.72
2044-12,42,858,80516.45
2044-12,43,128,87162.2
2044-12,44,449,52690.74
2044-12,46,2160,324112.28
2044-12,47,503,11198.47
2044-12,48,809,15631.06
2044-12,51,1366,83589.74
2044-12,56,4,83047.35
2044-12,57,727,75663.46
2044-12,60,499,106590.7
2044-12,61,565,86318.57
2044-12,63,868,6595.06
2044-12,64,531,20309.98
2044-12,67,280,91720.44
2044-12,69,953,89664.04
2045-01,11,873,32496.64
2045-01,13,643,94713.57999999999
2045-01,14,703,97892.33
2045-01,16,714,33778.39
2045-01,17,406,144667.26
2045-01,19,579,22422.58
2045-01,21,347,99109.89
2045-01,29,103,85014.98
2045-01,30,22,87875.98
2045-01,32,678,78474.11
2045-01,39,812,41636.98
2045-01,40,961,38072.72
2045-01,41,36,98347.63
2045-01,42,708,22131.05
2045-01,46,923,90389.52
2045-01,50,57,55011.49
2045-01,52,206,8922.03
2045-01,55,364,80416.95
2045-01,59,855,109498.48999999999
2045-01,60,305,99541.22
2045-01,61,464,33018.06
2045-01,66,755,2859.49
2045-01,68,833,67933.0
2045-01,69,208,87992.37
2045-02,12,52,64182.05
2045-02,13,133,93680.09
2045-02,15,44,96126.19
2045-02,18,1598,123185.49
2045-02,20,550,145025.76
2045-02,23,59,9969.3
2045-02,26,1762,112226.63
2045-02,31,1367,126095.10999999999
2045-02,32,75,4670.75
2045-02,33,801,75391.1
2045-02,34,511,78259.91
2045-02,51,1356,151618.2
2045-02,52,774,88970.78
2045-02,55,461,41774.29
2045-02,57,328,67333.86
2045-02,60,825,78844.08
2045-02,61,184,83293.71
2045-02,63,480,24920.71
2045-02,64,926,20438.63
2045-02,65,1,49368.95
2045-02,66,666,57806.15
2045-02,68,692,49633.12
2045-02,69,361,33267.83
2045-03,10,1284,113780.62
2045-03,11,504,17088.66
2045-03,12,891,84587.81
2045-03,19,195,92086.37
2045-03,20,736,87786.1
2045-03,22,360,101490.29999999999
2045-03,25,1094,101917.13
2045-03,30,817,56022.72
2045-03,31,947,7483.91
2045-03,32,12,76774.07
2045-03,35,652,56390.94
2045-03,36,1767,187667.63
2045-03,38,484,40783.32
2045-03,40,703,21188.65
2045-03,41,65,12030.96
2045-03,42,587,23125.76
2045-03,47,707,26167.44
2045-03,48,333,44759.27
2045-03,51,651,56988.78999999999
2045-03,52,1350,163802.99
2045-03,53,568,14026.04
2045-03,57,687,47785.77
2045-03,58,188,81312.12
2045-03,59,731,9010.94
2045-03,61,10,64332.16
2045-03,62,877,60129.43
2045-03,64,555,90847.32
2045-03,65,527,30414.98
2045-03,66,1719,253354.34
2045-04,13,372,41456.94
2045-04,15,54,12455.44
2045-04,16,548,11886.81
2045-04,18,713,2188.25
2045-04,19,950,64971.91
2045-04,21,918,73703.55
2045-04,24,490,58067.35
2045-04,28,957,78736.71
2045-04,29,265,16290.76
2045-04,31,635,31529.11
2045-04,34,836,83236.55
2045-04,35,892,94732.66
2045-04,37,1390,156414.72
2045-04,39,393,19933.24
2045-04,49,819,31498.45
2045-04,54,248,39230.94
2045-04,56,441,34900.67
2045-04,63,475,48491.91
2045-04,65,352,94148.09
2045-04,66,973,31031.52
2045-05,12,984,90733.14
2045-05,15,875,77487.29
2045-05,16,144,30280.03
2045-05,17,63,21060.67
2045-05,18,1783,146455.51
2045-05,19,755,15665.7
2045-05,24,366,86204.06
2045-05,27,1252,35016.61
2045-05,29,48,73340.03
2045-05,31,997,62898.94
2045-05,32,189,68508.48
2045-05,33,25,33373.38
2045-05,38,506,82049.62
2045-05,42,560,74349.3
2045-05,44,530,84317.49
2045-05,45,988,40643.1
2045-05,48,676,25566.21
2045-05,49,470,38328.89
2045-05,54,23,88375.75
2045-05,57,681,16589.19
2045-05,59,479,85692.4
2045-05,61,40,48187.05
2045-05,63,675,13289.68
2045-05,65,595,70271.94
2045-05,67,737,49842.52
2045-05,68,874,87865.98
2045-05,69,666,56069.33
2045-06,10,724,38630.79
2045-06,14,222,87140.04
2045-06,19,333,78603.34
2045-06,20,501,20561.72
2045-06,23,416,76890.17
2045-06,25,73,62728.26
2045-06,27,657,90171.99
2045-06,28,303,24435.53
2045-06,29,31,22549.29
2045-06,31,164,98399.48
2045-06,34,876,53319.32
2045-06,36,79,72662.73
2045-06,41,867,88618.52
2045-06,42,559,23855.32
2045-06,43,243,69772.47
2045-06,47,576,31193.0
2045-06,50,962,41014.22
2045-06,53,898,1433.69
2045-06,54,817,14237.04
2045-06,55,506,28002.09
2045-06,63,577,56714.95
2045-06,64,381,95573.58
2045-06,67,202,76956.57
2045-07,10,490,29103.52
2045-07,11,119,59989.31
2045-07,12,1175,169061.56
2045-07,16,132,7669.73
2045-07,18,982,27754.01
2045-07,19,582,17974.98
2045-07,21,606,5984.88
2045-07,22,712,141683.01
2045-07,24,154,66059.93
2045-07,29,736,98257.58
2045-07,31,342,41914.69
2045-07,33,113,2966.11
2045-07,36,857,1712.61
2045-07,38,602,20243.81
2045-07,42,942,105173.83
2045-07,43,1685,141346.39
2045-07,46,96,4485.95
2045-07,47,34,79075.93
2045-07,49,915,80645.46
2045-07,55,117,87428.8
2045-07,62,798,78167.07
2045-07,63,828,56966.99
2045-07,65,684,11543.24
2045-07,66,582,22795.47
2045-08,16,1455,145322.28999999998
2045-08,17,998,45893.96
2045-08,18,582,70416.44
2045-08,20,276,28132.27
2045-08,21,367,88813.49
2045-08,23,752,49194.14
2045-08,26,791,97413.91
2045-08,30,509,18907.63
2045-08,31,109,30426.59
2045-08,32,870,72662.56
2045-08,35,927,44351.64
2045-08,39,287,54475.48
2045-08,46,496,53934.6
2045-08,51,627,65597.51
2045-08,52,350,98507.06
2045-08,53,1947,102660.32
2045-08,57,1552,45034.06
2045-08,64,628,50497.6
2045-08,66,1256,138722.61000000002
2045-09,11,805,85467.7
2045-09,21,220,129661.12
2045-09,23,440,76451.25
2045-09,26,171,20009.48
2045-09,27,799,51579.78
2045-09,37,466,4881.06
2045-09,39,452,56618.47
2045-09,42,102,4019.82
2045-09,43,969,72627.11
2045-09,48,340,65132.36
2045-09,51,590,52882.79
2045-09,52,781,16589.89
2045-09,56,50,11825.41
2045-09,58,319,15904.42
2045-09,60,1448,133136.36
2045-09,66,342,51122.46
2045-09,69,953,18225.7
2045-10,10,462,84998.68
2045-10,11,970,10887.66
2045-10,12,912,75499.05
2045-10,14,1037,97452.98
2045-10,16,397,91991.27
2045-10,17,875,87532.66
2045-10,20,650,70362.61
2045-10,21,222,56501.99
2045-10,34,151,19468.28
2045-10,36,729,90316.39
2045-10,38,105,84876.06
2045-10,45,76,46622.98
2045-10,47,522,14394.18
2045-10,49,963,78717.9
2045-10,51,221,25666.95
2045-10,52,142,47831.69
2045-10,55,64,58812.13
2045-10,56,1419,169853.93
2045-10,58,144,69751.31
2045-10,59,252,27369.51
2045-10,63,496,103241.0
2045-10,66,913,77746.39
2045-10,67,203,82787.83
2045-10,69,518,82323.58
2045-11,10,1581,90214.83
2045-11,11,1649,115667.53
2045-11,12,449,21478.56
2045-11,14,237,53899.81
2045-11,15,899,28388.21
2045-11,17,390,48443.07
2045-11,18,963,56986.58
2045-11,21,659,73645.34
2045-11,23,958,11895.37
2045-11,24,289,28682.6
2045-11,29,595,86083.7
2045-11,36,239,31895.02
2045-11,43,518,9935.58
2045-11,45,246,32082.7
2045-11,51,106,16362.0
2045-11,54,81,13418.48
2045-11,58,990,104906.34
2045-11,65,629,17842.55
2045-11,66,949,95028.92
2045-12,11,811,99572.48
2045-12,12,903,82910.87
2045-12,19,666,24100.67
2045-12,20,967,63598.2
2045-12,21,1589,91151.1
2045-12,24,31,2531.51
2045-12,26,501,80154.28
2045-12,30,981,106132.15
2045-12,32,348,1265.96
2045-12,34,713,6569.73
2045-12,35,855,67700.9
2045-12,36,318,83784.31
2045-12,37,732,41821.619999999995
2045-12,38,87,90909.69
2045-12,44,22,31685.56
2045-12,45,615,11844.43
2045-12,58,52,85344.39
2045-12,59,218,34276.28
2045-12,62,525,63421.34
2045-12,64,1091,68529.55
2046-01,13,1399,116443.65
2046-01,15,482,98222.12
2046-01,16,339,4973.53
2046-01,23,595,29372.7
2046-01,25,929,94293.19
2046-01,27,901,61885.68
2046-01,29,809,12008.8
2046-01,30,1333,83910.54000000001
2046-01,33,100,23158.38
2046-01,34,1017,139794.75
2046-01,37,859,130333.59
2046-01,38,886,72903.13
2046-01,39,861,44043.5
2046-01,43,698,28422.2
2046-01,45,59,96144.94
2046-01,46,625,52150.69
2046-01,50,500,68337.41
2046-01,52,715,41474.69
2046-01,53,44,35467.08
2046-01,54,79,85131.21
2046-01,66,1796,81760.98
2046-01,68,994,99658.36
2046-01,69,724,41725.7
2046-02,10,21,51117.34
2046-02,15,974,144574.46000000002
2046-02,18,1975,167441.22
2046-02,20,91,39371.07
2046-02,21,138,58350.61
2046-02,23,705,91980.59
2046-02,32,144,32149.71
2046-02,34,770,33291.09
2046-02,36,1272,155352.08000000002
2046-02,37,631,83435.85
2046-02,38,145,72516.74
2046-02,39,525,15241.06
2046-02,41,113,9390.85
2046-02,42,306,152999.95
2046-02,43,921,67806.56
2046-02,47,1415,102060.16
2046-02,48,288,70746.12
2046-02,50,704,96607.46
2046-02,51,779,21161.67
2046-02,55,689,175158.71000000002
2046-02,59,385,75543.94
2046-02,61,793,85283.23999999999
2046-02,64,681,12038.74
2046-02,66,1036,144376.78
2046-02,67,33,42238.73
2046-03,10,1327,72262.72
2046-03,14,931,50891.55
2046-03,23,370,96489.92
2046-03,25,881,9112.34
2046-03,26,420,47867.55
2046-03,27,190,75357.18
2046-03,30,285,31577.9
2046-03,31,181,13640.98
2046-03,33,225,95854.73
2046-03,37,774,38874.979999999996
2046-03,38,248,89106.85
2046-03,40,899,10019.01
2046-03,42,448,35687.92
2046-03,44,719,63348.42
2046-03,47,862,91806.19
2046-03,48,1085,85546.63
2046-03,49,1009,117033.09
2046-03,52,315,47984.48
2046-03,53,1020,135862.21
2046-03,54,828,46369.87
2046-03,58,806,80552.31
2046-03,65,197,57956.2
2046-03,69,769,81421.39
2046-04,12,475,98895.6
2046-04,13,278,13564.02
2046-04,14,946,17045.23
2046-04,22,961,13486.16
2046-04,23,530,90161.33
2046-04,25,919,47696.81
2046-04,26,1038,87585.72
2046-04,28,996,52865.33
2046-04,33,1261,115049.57
2046-04,34,370,38425.25
2046-04,41,126,51510.71
2046-04,43,626,38768.16
2046-04,44,754,74124.32
2046-04,47,572,28251.3
2046-04,58,3,61985.62
2046-04,59,1124,94077.38
2046-04,61,246,72692.59999999999
2046-04,63,148,35435.53
2046-04,64,968,106933.29000000001
2046-04,65,249,25684.28
2046-04,66,631,11001.88
2046-04,69,340,72998.71
2046-05,13,1078,122069.19
2046-05,15,727,59516.51
2046-05,20,1297,104063.01000000001
2046-05,26,415,53605.41
2046-05,32,92,27891.7
2046-05,33,835,79065.46
2046-05,35,343,24631.94
2046-05,36,54,40911.39
2046-05,37,727,73545.47
2046-05,38,684,89185.78
2046-05,39,830,37874.72
2046-05,42,797,45618.16
2046-05,44,592,14075.2
2046-05,45,645,48733.53
2046-05,46,3,45382.3
2046-05,48,793,77980.95
2046-05,49,127,57709.38
2046-05,55,117,15998.54
2046-05,56,905,4915.3
2046-05,59,145,47075.71
2046-05,63,1080,176977.91
2046-05,65,928,3157.58
2046-05,66,678,96242.75
2046-05,67,1248,90399.72
2046-05,69,69,18903.17
2046-06,11,862,29351.53
2046-06,14,289,16397.37
2046-06,15,12,36522.13
2046-06,19,402,1186.26
2046-06,20,677,82350.54
2046-06,21,773,79530.63
2046-06,24,286,101192.16
2046-06,26,322,7760.33
2046-06,29,1154,62382.22
2046-06,32,105,27360.42
2046-06,35,50,69080.57
2046-06,41,590,5065.62
2046-06,42,1167,141177.41999999998
2046-06,45,455,106194.49
2046-06,49,328,58089.97
2046-06,50,650,94135.47
2046-06,51,315,12317.2
2046-06,53,546,11748.4
2046-06,55,502,88851.51
2046-06,56,193,90475.93
2046-06,60,758,37232.18
2046-06,61,97,85243.64
2046-06,62,920,72905.68
2046-06,63,900,60321.51
2046-06,64,478,85592.35
2046-06,65,1156,92793.87
2046-06,67,672,24635.65
2046-06,68,89,77683.16
2046-07,12,935,88765.74
2046-07,16,381,22800.89
2046-07,19,218,64371.77
2046-07,20,899,35074.44
2046-07,22,40,67820.33
2046-07,24,223,45779.26
2046-07,29,455,22644.17
2046-07,33,296,55980.43
2046-07,34,355,74149.27
2046-07,35,950,69945.35
2046-07,45,38,67187.62
2046-07,46,557,144020.19
2046-07,48,497,7574.29
2046-07,52,448,19724.86
2046-07,55,915,9311.91
2046-07,56,5,86830.07
2046-07,58,953,44270.55
2046-07,60,703,79889.38
2046-07,63,963,62857.84
2046-07,65,770,34314.0
2046-07,67,865,96981.5
2046-08,12,336,73675.02
2046-08,14,155,97658.24
2046-08,15,753,69678.34
2046-08,17,469,103130.69
2046-08,23,858,13798.02
2046-08,24,1446,87295.32
2046-08,27,735,42055.99
2046-08,33,895,91728.3
2046-08,39,1459,166495.55
2046-08,40,1512,193875.49
2046-08,44,558,121678.94
2046-08,45,802,51162.2
2046-08,46,642,43287.64
2046-08,47,917,47442.76
2046-08,51,207,30245.36
2046-08,53,927,14285.68
2046-08,57,766,84949.76
2046-08,58,1913,132729.0
2046-08,59,1721,191855.18
2046-08,60,414,8596.84
2046-08,62,868,43167.77
2046-08,64,234,70080.71
2046-08,65,202,93131.85
2046-08,67,608,40150.34
2046-09,11,842,63975.2
2046-09,15,99,66704.52
2046-09,16,84,47572.7
2046-09,19,404,34493.57
2046-09,20,94,8147.35
2046-09,21,519,50233.57
2046-09,24,845,52821.07
2046-09,25,1347,210667.39
2046-09,26,298,47564.21
2046-09,29,28,70182.66
2046-09,32,634,24094.13
2046-09,33,947,23255.86
2046-09,34,656,80267.15
2046-09,36,911,77176.57
2046-09,37,376,56674.0
2046-09,39,205,89715.79
2046-09,48,65,94100.23
2046-09,55,210,75845.74
2046-09,56,23,29110.45
2046-09,57,929,74568.48999999999
2046-09,59,162,8354.15
2046-09,60,1067,25352.47
2046-09,65,355,68678.94
2046-09,67,23,55530.58
2046-10,10,932,86244.28
2046-10,11,628,102662.54
2046-10,21,845,66750.25
2046-10,22,343,30422.81
2046-10,23,217,48439.14
2046-10,25,196,25044.15
2046-10,29,829,108151.55
2046-10,30,365,88441.76
2046-10,32,1566,187441.97
2046-10,36,1013,138123.03
2046-10,38,582,26945.51
2046-10,46,1198,77778.67
2046-10,47,445,18653.77
2046-10,51,462,70952.98
2046-10,56,946,42124.15
2046-10,59,654,41352.15
2046-10,62,761,65053.850000000006
2046-10,66,45,5445.3
2046-10,67,824,83297.16
2046-11,13,994,93153.76
2046-11,15,367,91450.09
2046-11,17,1134,104163.53
2046-11,20,905,63859.26
2046-11,21,257,53909.77
2046-11,24,407,33697.45
2046-11,26,1126,178405.62
2046-11,28,1331,71294.95
2046-11,30,414,34019.68
2046-11,33,887,35661.58
2046-11,34,122,81222.42
2046-11,35,600,34681.2
2046-11,36,710,98374.83
2046-11,41,151,57158.76
2046-11,45,460,53494.91
2046-11,46,1391,163449.86
2046-11,49,785,96502.63
2046-11,50,1308,124695.43
2046-11,54,550,11065.57
2046-11,56,1952,170768.91999999998
2046-11,57,751,98773.27
2046-11,58,852,102857.28
2046-11,61,798,56232.27
2046-11,65,696,21393.18
2046-11,66,780,75827.64
2046-11,67,126,13348.21
2046-11,69,649,33831.05
2046-12,11,846,75254.67
2046-12,12,1753,160455.65
2046-12,16,1442,84513.82
2046-12,17,886,64005.83
2046-12,21,28,81474.58
2046-12,26,988,7359.52
2046-12,28,225,88403.17
2046-12,29,1183,181314.65
2046-12,32,105,57796.15
2046-12,33,332,20330.45
2046-12,36,345,33502.8
2046-12,37,256,6851.86
2046-12,43,337,46712.13
2046-12,47,595,85111.04
2046-12,53,986,48466.35
2046-12,56,85,60341.0
2046-12,59,634,79143.56
2046-12,60,65,61419.79
2046-12,64,1162,100301.87999999999
2046-12,66,750,58237.15
2046-12,69,917,81170.12
2047-01,10,673,80809.94
2047-01,11,777,148587.69
2047-01,14,1302,88010.82
2047-01,15,56,83788.06
2047-01,16,479,40312.94
2047-01,17,212,86293.78
2047-01,28,1899,24067.88
2047-01,30,884,80551.39
2047-01,31,1071,77442.45999999999
2047-01,35,215,41536.98
2047-01,38,744,64111.31
2047-01,39,828,29368.39
2047-01,41,269,104792.58
2047-01,42,655,97948.84
2047-01,44,58,38666.19
2047-01,45,847,22519.39
2047-01,49,804,71948.49
2047-01,50,602,65871.74
2047-01,51,125,27937.21
2047-01,53,1309,134522.01
2047-01,60,307,48363.03
2047-01,61,798,31587.58
2047-01,64,518,3624.11
