Campaign_ID,Month,Revenue_Generated,Conversions,Customer_Satisfaction_Post_Refund
CMP_SU9DP1,2027-08,47464.36,408,1.0
CMP_SUHCWN,2023-09,43062.46,631,2.0
CMP_SUMZEC,2027-02,57056.35,1,4.0
CMP_SUPFHK,2050-03,66732.64,920,2.0
CMP_SUR5D8,2033-02,4698.33,920,1.0
CMP_SURYKI,2049-12,26523.1,821,1.0
CMP_SUXZP2,2031-12,75017.88,548,2.0
CMP_SV136K,2031-11,92253.17,783,1.0
CMP_SV3E9E,2031-01,4415.6,374,1.0
CMP_SV46TM,2037-12,35971.5,911,4.0
CMP_SV501U,2048-01,79140.5,266,4.0
CMP_SV5HZ3,2046-04,1358.43,139,4.0
CMP_SVJWZU,2038-06,8218.46,530,2.0
CMP_SVYCSG,2035-06,61571.06,686,1.0
CMP_SW20HH,2026-05,51965.89,99,3.0
CMP_SWEUIY,2029-10,72365.11,935,2.0
CMP_SWHC6G,2050-01,60327.37,808,3.0
CMP_SWTWL0,2041-08,36688.37,262,4.0
CMP_SWXNJU,2049-12,98505.73,935,3.0
CMP_SX3XRH,2049-03,28383.34,60,2.0
CMP_SX7V36,2045-01,90389.52,923,2.0
CMP_SX87EM,2032-09,94810.13,522,3.0
CMP_SXIY3A,2026-05,95457.54,76,3.0
CMP_SXNKM3,2033-02,41904.94,983,4.0
CMP_SY8891,2043-04,2728.06,296,1.0
CMP_SY8D8X,2032-11,45905.24,258,4.0
CMP_SYDBOY,2046-11,63859.26,905,1.0
CMP_SYFKOQ,2027-11,15968.04,549,4.0
CMP_SYFTKH,2026-10,39646.56,428,3.0
CMP_SYG7WC,2048-08,7632.83,133,3.0
CMP_SYLWQH,2037-02,44241.95,216,3.0
CMP_SYMDLC,2030-10,90496.82,3,4.0
CMP_SYOS3F,2049-05,86262.7,740,4.0
CMP_SYYAPY,2034-04,88829.84,960,4.0
CMP_SZ6PK3,2025-07,95763.01,512,3.0
CMP_SZ8W7C,2049-01,93764.61,225,1.0
CMP_SZA5W1,2028-06,94297.16,953,2.0
CMP_SZBKO1,2036-02,45452.1,484,4.0
CMP_SZF7NR,2045-11,28388.21,899,4.0
CMP_SZM3X1,2049-01,13443.44,991,2.0
CMP_T04GND,2034-11,85439.7,169,4.0
CMP_T06UUR,2050-01,41597.42,519,3.0
CMP_T0HLIG,2048-02,79576.18,577,1.0
CMP_T0NJVY,2030-02,69462.45,340,3.0
CMP_T0PH6G,2042-03,73080.69,84,1.0
CMP_T0ZDQI,2046-07,9311.91,915,1.0
CMP_T10Z4H,2031-07,17075.35,563,4.0
CMP_T15XC9,2041-08,64769.46,336,3.0
CMP_T1ANN0,2041-01,86930.06,97,1.0
CMP_T1DH03,2047-07,92298.36,693,3.0
CMP_T1HYFL,2030-12,50491.97,259,2.0
CMP_T1LE23,2027-03,4805.21,100,3.0
CMP_T1PV9I,2027-04,95248.68,821,2.0
CMP_T22OD9,2039-05,53998.33,814,1.0
CMP_T25NC2,2032-07,1113.22,235,2.0
CMP_T27WTG,2043-06,42200.64,192,1.0
CMP_T29XBT,2044-03,99832.22,776,1.0
CMP_T2CMKG,2042-06,27950.83,814,2.0
CMP_T2EER0,2033-06,38384.59,132,3.0
CMP_T2I4D2,2028-02,30880.41,544,1.0
CMP_T2LVS3,2039-03,62761.99,70,2.0
CMP_T2RSTL,2041-01,77443.65,682,1.0
CMP_T359TV,2029-03,71818.47,141,1.0
CMP_T3KW7G,2026-02,18114.41,515,1.0
CMP_T3MHAG,2048-04,4492.88,109,3.0
CMP_T3U6P7,2035-04,79994.05,517,3.0
CMP_T3U9S1,2048-07,37941.05,992,1.0
CMP_T3VG02,2032-03,36033.17,13,3.0
CMP_T45028,2049-04,99232.15,275,3.0
CMP_T4EVO0,2039-03,25674.78,326,2.0
CMP_T4KLWC,2036-09,88811.81,926,3.0
CMP_T4MLZY,2039-03,15154.32,58,3.0
CMP_T4NYKG,2026-01,77313.21,865,4.0
CMP_T4RU60,2025-08,75001.49,973,2.0
CMP_T4UQLK,2045-03,23125.76,587,3.0
CMP_T4W1M6,2046-06,1186.26,402,3.0
CMP_T4WBAY,2037-02,33196.54,288,2.0
CMP_T5ACMJ,2044-07,22504.1,971,4.0
CMP_T5GEP6,2023-12,35088.92,505,3.0
CMP_T5NVJR,2030-06,10462.13,138,2.0
CMP_T5QE7S,2028-03,26887.05,143,1.0
CMP_T5QKBR,2037-11,43638.14,791,4.0
CMP_T5RP40,2034-10,13253.27,850,4.0
CMP_T5W6RJ,2023-08,67430.36,865,3.0
CMP_T5X4XC,2028-05,57411.23,391,2.0
CMP_T6578B,2029-05,99995.06,137,2.0
CMP_T6BZ85,2031-08,8022.31,218,3.0
CMP_T6MKP0,2034-09,16467.03,842,3.0
CMP_T6Q2AL,2044-11,85766.02,553,1.0
CMP_T6TAWX,2034-07,7961.8,200,4.0
CMP_T6Z7K9,2046-02,66280.11,820,3.0
CMP_T74BH6,2049-03,77873.75,382,2.0
CMP_T74HHV,2038-08,3920.19,927,1.0
CMP_T78QLR,2042-11,40230.14,339,3.0
CMP_T79P63,2037-08,42530.6,252,1.0
CMP_T7UVWS,2044-04,57721.82,512,3.0
CMP_T7W1NR,2029-09,76345.96,669,3.0
CMP_T8992D,2048-09,17969.85,819,2.0
CMP_T8AKPS,2048-02,95653.94,384,1.0
CMP_T8APTT,2023-08,44518.08,135,1.0
CMP_T8D6Y3,2028-09,59434.65,571,2.0
CMP_T8PJVU,2031-06,97099.75,595,2.0
CMP_T8UTIV,2026-09,3344.26,659,4.0
CMP_T8X0ZR,2026-09,95668.73,578,2.0
CMP_T8X9C5,2036-11,97335.96,130,4.0
CMP_T8ZFRJ,2025-05,97166.57,789,1.0
CMP_T91AFS,2042-12,81097.28,392,3.0
CMP_T957C0,2040-01,47295.88,707,3.0
CMP_T98CJN,2040-05,9615.56,477,2.0
CMP_T9A9RF,2049-11,64953.04,275,4.0
CMP_T9H8N3,2033-05,68459.11,649,3.0
CMP_T9ML20,2039-09,46163.2,638,1.0
CMP_T9OVIP,2039-01,28423.41,551,1.0
CMP_TA091R,2027-02,25985.2,661,2.0
CMP_TA2S5R,2026-08,7823.33,355,1.0
CMP_TADD0X,2049-06,63958.35,327,2.0
CMP_TAE1ZF,2037-08,80230.93,602,1.0
CMP_TAEELK,2045-12,1265.96,348,1.0
CMP_TAM4UZ,2025-11,26801.21,769,2.0
CMP_TAZ035,2026-03,82045.56,544,1.0
CMP_TAZDEU,2039-10,53003.06,567,4.0
CMP_TB221Y,2046-05,19564.85,503,1.0
CMP_TB76R1,2040-05,39869.32,242,3.0
CMP_TB9FML,2039-04,28782.88,262,2.0
CMP_TBB3YA,2030-08,92494.33,457,4.0
CMP_TBHD7Q,2048-03,92918.18,345,4.0
CMP_TBHDE4,2034-06,20098.67,743,3.0
CMP_TBHXWF,2030-07,20254.24,225,3.0
CMP_TBL99N,2050-02,99232.94,433,4.0
CMP_TBLCYC,2035-05,62037.55,456,1.0
CMP_TBNMP5,2040-02,90171.1,283,4.0
CMP_TBUBS5,2035-11,61951.35,756,1.0
CMP_TBZ7J8,2042-05,93555.61,837,1.0
CMP_TC23DE,2027-02,30223.11,41,1.0
CMP_TC3362,2040-03,26901.6,407,4.0
CMP_TCCXF0,2038-01,42108.87,755,2.0
CMP_TCD5SG,2035-04,53564.86,273,1.0
CMP_TCF8HO,2037-05,48143.89,650,1.0
CMP_TCQOXQ,2027-03,66104.88,966,1.0
CMP_TCTV81,2050-02,10397.42,922,4.0
CMP_TCVC7J,2034-08,72383.82,515,4.0
CMP_TCYYSS,2039-03,91646.11,730,4.0
CMP_TCZ5JO,2036-05,96265.76,353,4.0
CMP_TCZR4G,2044-01,30215.05,571,2.0
CMP_TD6N4G,2024-01,39010.45,722,2.0
CMP_TDDIO5,2049-11,25319.69,581,2.0
CMP_TDH4EL,2049-11,76984.31,804,3.0
CMP_TDRBML,2039-05,47446.29,367,4.0
CMP_TE0U80,2045-01,87992.37,208,1.0
CMP_TE5M9E,2036-12,79879.77,751,1.0
CMP_TEDU8T,2031-07,41663.84,238,3.0
CMP_TEEGLG,2048-10,19518.03,147,2.0
CMP_TEEGOO,2034-03,85183.13,627,1.0
CMP_TEK6DA,2031-07,1475.3,362,2.0
CMP_TEM7PH,2035-11,10300.62,198,2.0
CMP_TEN78W,2029-05,87003.62,942,1.0
CMP_TER5RD,2029-06,69875.43,343,3.0
CMP_TEV4ED,2044-05,37486.46,138,2.0
CMP_TEW928,2043-02,93355.82,621,1.0
CMP_TEWLV2,2036-01,70022.8,4,4.0
CMP_TF07FF,2023-01,27700.32,982,3.0
CMP_TF4FIH,2024-12,30059.27,186,3.0
CMP_TF6VAK,2029-05,21834.16,168,1.0
CMP_TF9I29,2044-06,30417.89,346,2.0
CMP_TF9XDJ,2045-08,45893.96,998,2.0
CMP_TFFGZJ,2039-12,89481.8,964,2.0
CMP_TFOP1Q,2035-11,70847.76,161,1.0
CMP_TFQ2Z5,2028-10,16964.93,781,1.0
CMP_TFT02N,2033-08,75861.16,538,2.0
CMP_TFTW3A,2038-09,57378.49,136,1.0
CMP_TFV0BE,2044-07,41469.28,880,4.0
CMP_TFVDCS,2042-04,25618.71,678,3.0
CMP_TFVK46,2040-04,55025.15,479,1.0
CMP_TFYA2I,2036-05,12894.17,304,3.0
CMP_TG0ES4,2035-06,22566.7,169,3.0
CMP_TGBQMK,2025-03,73481.95,262,2.0
CMP_TGF8XP,2033-04,91618.52,34,3.0
CMP_TGL8DC,2039-05,34753.18,921,4.0
CMP_TGN6NQ,2023-10,67081.81,580,2.0
CMP_TGN9DG,2040-11,50547.74,142,4.0
CMP_TGNOKB,2024-01,47975.62,180,2.0
CMP_TGTGG7,2044-08,53367.28,913,3.0
CMP_TGTKWZ,2045-04,64971.91,950,2.0
CMP_TGWCU7,2042-01,58244.68,476,2.0
CMP_TGXTCZ,2024-03,94495.52,959,2.0
CMP_TGYEBE,2023-11,97238.79,832,1.0
CMP_TGYJ28,2038-10,84419.06,847,1.0
CMP_TH0ICB,2031-01,78726.26,385,2.0
CMP_TH5JIK,2030-09,19084.76,636,2.0
CMP_TH5N3P,2042-02,77332.23,309,3.0
CMP_TH9Z31,2044-02,33395.13,712,3.0
CMP_THAICR,2038-10,35836.79,146,1.0
CMP_THCFS3,2023-03,29268.55,810,3.0
CMP_THPDOY,2023-09,87423.41,758,2.0
CMP_THTJEP,2023-05,80436.43,85,2.0
CMP_TIGPLT,2050-05,3012.96,130,1.0
CMP_TILKIJ,2041-08,82706.91,488,4.0
CMP_TIMZJW,2031-10,64338.62,757,2.0
CMP_TIOEMZ,2031-11,35293.69,748,2.0
CMP_TIOQ0K,2027-08,77544.9,674,3.0
CMP_TJ1B1R,2049-12,35705.49,175,4.0
CMP_TJ1NS3,2030-01,16629.78,706,3.0
CMP_TJ32VD,2035-04,48135.27,174,2.0
CMP_TJGJXZ,2030-02,34576.42,887,3.0
CMP_TJJ8H6,2025-07,53588.56,284,1.0
CMP_TJKZR1,2033-08,2759.43,721,1.0
CMP_TJMRKU,2040-11,37633.47,780,3.0
CMP_TJQ7C7,2044-12,62960.68,253,2.0
CMP_TJYL7N,2037-03,7178.15,121,1.0
CMP_TK4W3Q,2027-01,36584.45,326,3.0
CMP_TKJW6T,2046-04,22277.98,355,4.0
CMP_TKSRXG,2044-09,5940.03,479,1.0
CMP_TKSTDU,2048-11,94433.19,556,4.0
CMP_TKTDWS,2031-08,18459.77,941,2.0
CMP_TKZCPM,2025-08,17728.01,189,1.0
CMP_TL5GC7,2029-05,8763.9,371,3.0
CMP_TLBUNA,2023-04,31593.52,140,4.0
CMP_TLDRFJ,2037-12,11536.94,246,2.0
CMP_TLJY68,2030-01,58274.94,44,4.0
CMP_TLMMXF,2046-08,30245.36,207,4.0
CMP_TLNCYZ,2028-03,53096.26,934,3.0
CMP_TLNU3T,2041-10,4841.81,229,4.0
CMP_TLQ0FH,2023-03,40775.8,527,4.0
CMP_TLY7R6,2048-11,75685.24,577,4.0
CMP_TM1GKT,2041-07,67322.3,240,4.0
CMP_TM211S,2031-10,92580.93,520,4.0
CMP_TM45KS,2048-01,26011.45,708,2.0
CMP_TM5M1X,2029-07,86923.76,933,4.0
CMP_TM7RZX,2027-03,13032.5,326,4.0
CMP_TM93Q6,2036-11,9317.19,804,1.0
CMP_TMDMTH,2038-12,65651.91,357,4.0
CMP_TMPDZM,2036-01,92044.13,181,2.0
CMP_TMR9WM,2040-01,23124.41,218,2.0
CMP_TN5A8D,2023-09,76144.82,572,1.0
CMP_TNDB11,2048-10,31193.57,419,2.0
CMP_TNPPXJ,2033-08,34327.99,932,3.0
CMP_TNSQOF,2047-10,20313.69,703,3.0
CMP_TNV881,2034-11,12110.93,470,1.0
CMP_TO096O,2027-10,13826.44,747,2.0
CMP_TOITUC,2048-09,11817.73,610,3.0
CMP_TOS8CX,2044-10,96211.65,374,3.0
CMP_TOX34V,2039-10,55903.66,942,1.0
CMP_TP0036,2040-10,48602.34,289,1.0
CMP_TP1TEO,2026-01,91726.42,653,2.0
CMP_TP861E,2033-07,50912.21,190,2.0
CMP_TPBIXO,2027-12,69685.6,50,3.0
CMP_TPE7BG,2034-01,12682.36,894,2.0
CMP_TPQGTH,2025-03,61768.88,628,4.0
CMP_TPVFBO,2036-01,1886.7,748,2.0
CMP_TPVYXJ,2031-07,78407.65,436,4.0
CMP_TQA4ME,2030-12,18787.67,828,2.0
CMP_TQA52E,2028-02,31397.36,72,3.0
CMP_TQBHB9,2038-08,89593.01,23,1.0
CMP_TQGO72,2025-05,68184.93,275,2.0
CMP_TQN9KJ,2042-05,4101.76,860,4.0
CMP_TQR2Q9,2050-04,94534.64,976,1.0
CMP_TQSP7T,2039-06,14113.45,169,4.0
CMP_TQUCIQ,2041-07,14703.82,261,2.0
CMP_TQUGIC,2032-05,81604.18,807,1.0
CMP_TR3S2I,2038-07,32894.92,907,1.0
CMP_TR9NRE,2039-07,12959.19,118,3.0
CMP_TR9Y7J,2039-11,67304.84,30,3.0
CMP_TRF77A,2028-08,61293.93,640,3.0
CMP_TRPHQ9,2039-07,71939.88,4,2.0
CMP_TRSRZF,2048-01,68954.09,478,1.0
CMP_TRTGLM,2024-12,70267.31,785,1.0
CMP_TRX7GA,2047-11,27951.13,110,2.0
CMP_TS34SH,2046-01,69630.33,701,2.0
CMP_TS4PXI,2028-08,35110.03,335,1.0
CMP_TSAMQ0,2034-01,58674.07,352,2.0
CMP_TSB7L8,2036-07,86504.34,352,2.0
CMP_TSGUUL,2026-02,23415.31,195,3.0
CMP_TSH9GW,2024-01,59224.9,657,2.0
CMP_TSLFG5,2049-05,74252.74,624,3.0
CMP_TSQ1KN,2025-11,28977.5,48,2.0
CMP_TSQC28,2027-10,92442.9,143,4.0
CMP_TT8C7Z,2023-05,29680.71,661,1.0
CMP_TTGTX9,2046-01,61309.41,592,3.0
CMP_TTJHE0,2037-08,48190.72,580,1.0
CMP_TTL4LC,2023-01,62970.82,376,3.0
CMP_TTUHWO,2030-11,25485.01,117,1.0
CMP_TTUVR9,2029-09,54038.18,763,4.0
CMP_TTYNQQ,2026-10,79832.27,551,1.0
CMP_TU0HQS,2041-08,19003.62,824,3.0
CMP_TU17MX,2026-09,62602.24,461,2.0
CMP_TU5L61,2040-02,95975.14,979,4.0
CMP_TUP4OU,2027-12,40775.57,613,1.0
CMP_TUQCBV,2028-08,99111.45,340,4.0
CMP_TUVGYU,2047-11,94965.5,557,2.0
CMP_TUZ2B7,2041-07,58935.32,821,2.0
CMP_TV49E2,2026-09,35934.57,697,4.0
CMP_TV8RK8,2044-11,58292.59,126,4.0
CMP_TV8S87,2033-09,25975.38,738,1.0
CMP_TVCS3W,2027-03,80546.11,986,1.0
CMP_TVJYT6,2027-08,43923.8,27,3.0
CMP_TVMH0D,2049-09,93679.34,891,4.0
CMP_TWFMIQ,2043-11,31202.11,297,1.0
CMP_TWG7VC,2042-11,83405.72,266,3.0
CMP_TWL2BO,2038-01,28100.18,138,2.0
CMP_TWLBK8,2047-01,29368.39,828,2.0
CMP_TWQX7O,2045-07,7669.73,132,2.0
CMP_TWR93G,2037-10,43545.23,845,4.0
CMP_TWSWY9,2028-08,20316.83,302,1.0
CMP_TWVWSV,2026-01,9304.83,718,2.0
CMP_TX5IRG,2044-11,20187.64,490,1.0
CMP_TX6BL0,2027-06,99096.85,61,3.0
CMP_TXDDHJ,2041-02,67137.4,205,2.0
CMP_TXIY0V,2027-06,9489.17,261,1.0
CMP_TXK3JC,2034-03,11163.2,327,2.0
CMP_TXLVB6,2050-01,36090.66,985,3.0
CMP_TXPJFF,2043-08,26198.62,321,1.0
CMP_TXQ5DM,2024-03,83883.11,900,1.0
CMP_TXRHNF,2030-09,75251.52,332,4.0
CMP_TXS43H,2039-06,59631.56,205,3.0
CMP_TXSPQU,2045-01,55011.49,57,3.0
CMP_TY803X,2028-10,75371.34,661,2.0
CMP_TYKNF3,2036-07,8368.83,615,2.0
CMP_TZDU5L,2049-08,46327.11,63,2.0
CMP_TZFZJ1,2038-01,72477.25,222,2.0
CMP_TZH59T,2049-09,10918.61,676,3.0
CMP_TZO4LR,2037-09,47070.46,642,2.0
CMP_TZR7OF,2023-02,22092.6,313,1.0
CMP_TZZM80,2039-09,74717.12,780,1.0
CMP_U00T15,2042-07,51790.23,790,2.0
CMP_U02H46,2037-02,62879.88,579,3.0
CMP_U02PZ4,2048-03,7035.27,587,3.0
CMP_U043TO,2046-05,96242.75,678,3.0
CMP_U052Q1,2033-07,81968.89,165,4.0
CMP_U08O81,2041-09,12478.14,851,2.0
CMP_U0F3ZJ,2028-07,97799.19,113,2.0
CMP_U0N2V3,2043-08,50194.11,181,2.0
CMP_U0OAAS,2036-02,34962.77,754,4.0
CMP_U0OALO,2038-12,49796.32,139,2.0
CMP_U0TFYD,2024-08,37679.24,153,3.0
CMP_U0UTFK,2030-01,97910.22,939,1.0
CMP_U156WU,2048-08,98778.6,85,3.0
CMP_U1BQY9,2035-10,95399.69,720,3.0
CMP_U1HBKS,2044-02,23427.92,525,3.0
CMP_U1KNMD,2039-08,34348.18,200,4.0
CMP_U1UKX0,2029-04,38562.91,788,2.0
CMP_U1UMXY,2034-09,8204.69,251,4.0
CMP_U1UQTE,2046-04,47696.81,919,2.0
CMP_U1ZCBW,2037-01,99521.42,802,4.0
CMP_U224GU,2044-11,48885.78,972,2.0
CMP_U2GD1B,2047-03,25206.59,545,3.0
CMP_U2IG1Z,2038-02,65914.82,209,3.0
CMP_U2KMXV,2034-06,68570.64,240,4.0
CMP_U2ONH2,2044-02,75744.36,470,3.0
CMP_U2PAU0,2042-05,20830.05,754,2.0
CMP_U2S3R5,2031-08,78346.09,775,1.0
CMP_U2TME4,2042-09,71022.67,532,4.0
CMP_U2V9T5,2025-07,50527.97,176,1.0
CMP_U303RT,2039-06,97756.76,948,2.0
CMP_U35FVQ,2044-09,13886.08,670,3.0
CMP_U3DBGO,2048-06,85079.05,726,1.0
CMP_U3DIN7,2033-05,59337.82,923,4.0
CMP_U3E3AX,2026-04,42263.2,185,3.0
CMP_U3FI5P,2033-02,83190.93,900,2.0
CMP_U3H0NI,2044-03,23063.97,363,3.0
CMP_U3LM22,2038-01,14167.11,301,4.0
CMP_U3M9TS,2038-11,61561.95,451,2.0
CMP_U3U3OG,2044-07,1125.68,656,2.0
CMP_U3V1XW,2045-08,18907.63,509,2.0
CMP_U3XCQQ,2042-03,92404.57,137,3.0
CMP_U3XWBN,2030-11,27430.64,20,2.0
CMP_U3XYP6,2046-05,24631.94,343,2.0
CMP_U4017J,2032-12,34402.38,573,2.0
CMP_U41842,2025-11,34130.77,886,1.0
CMP_U449QA,2028-09,21138.93,120,3.0
CMP_U44WCH,2042-09,25139.5,164,1.0
CMP_U483U3,2033-12,1635.26,250,4.0
CMP_U4AY56,2039-02,61305.77,369,3.0
CMP_U4BD1S,2039-12,25855.41,225,3.0
CMP_U4RQH0,2041-08,69181.36,343,1.0
CMP_U4W5ZQ,2038-10,42553.96,190,2.0
CMP_U4YXSO,2044-02,77954.75,901,4.0
CMP_U50Y0H,2023-09,65661.52,810,1.0
CMP_U522TP,2032-06,89129.91,879,3.0
CMP_U5697V,2041-05,93677.53,122,3.0
CMP_U5BJQU,2034-06,35469.05,642,4.0
CMP_U5LZEG,2031-08,80397.13,436,1.0
CMP_U5QFJH,2050-05,94641.55,42,2.0
CMP_U5QK5C,2048-03,24084.72,389,3.0
CMP_U5RPS9,2025-11,73637.38,365,2.0
CMP_U62Q6I,2046-06,83472.24,267,4.0
CMP_U679QD,2047-04,36579.46,951,2.0
CMP_U6EYIQ,2044-09,47313.58,326,1.0
CMP_U6MR50,2031-01,98788.1,540,4.0
CMP_U6O606,2039-08,67641.75,563,1.0
CMP_U6OA9Z,2026-02,95261.93,838,3.0
CMP_U76GKS,2037-04,94531.51,672,2.0
CMP_U7DLUX,2034-04,59486.87,608,3.0
CMP_U7GCFK,2048-05,28547.68,91,1.0
CMP_U7HJ1H,2050-02,42982.18,804,2.0
CMP_U7NFJ5,2040-06,66222.13,918,3.0
CMP_U7PPD7,2039-04,38668.05,954,3.0
CMP_U7Z25H,2041-08,46412.08,493,2.0
CMP_U82VN8,2038-04,23463.89,643,4.0
CMP_U85VUP,2039-10,18615.04,12,1.0
CMP_U85YKM,2031-04,38067.03,978,1.0
CMP_U868VQ,2035-08,2346.8,251,3.0
CMP_U87YMB,2048-04,9185.75,785,3.0
CMP_U8E61B,2027-04,31924.69,765,4.0
CMP_U8JJCE,2039-09,70780.48,235,4.0
CMP_U8KO7M,2038-05,16562.79,630,2.0
CMP_U8LUJW,2035-01,19465.75,393,3.0
CMP_U8M1TL,2026-01,8886.16,599,2.0
CMP_U8OAKR,2023-03,32835.01,305,3.0
CMP_U8V44B,2027-01,75128.67,36,2.0
CMP_U8ZCNM,2034-01,69913.96,78,2.0
CMP_U8ZP4N,2024-05,27348.57,97,4.0
CMP_U914BV,2045-03,6700.87,309,1.0
CMP_U95KT9,2031-06,8593.67,359,4.0
CMP_U96WN0,2047-08,57116.48,451,4.0
CMP_U992E9,2043-01,41176.23,318,2.0
CMP_U9BNAS,2048-11,1416.5,274,1.0
CMP_U9BPR9,2023-02,55405.61,715,2.0
CMP_U9FYR0,2035-11,66364.97,361,1.0
CMP_U9GAH5,2033-11,12012.27,941,1.0
CMP_U9LH9K,2029-06,5596.02,790,4.0
CMP_U9NCQO,2049-08,98837.78,308,4.0
CMP_U9OLQV,2034-10,59905.96,306,3.0
CMP_U9V5L8,2037-01,69615.28,810,1.0
CMP_U9XMFP,2032-01,6560.72,817,1.0
CMP_UA69HV,2024-01,97445.35,128,2.0
CMP_UAICF2,2034-10,16433.15,884,4.0
CMP_UAJ6GH,2042-02,27680.57,106,1.0
CMP_UAK329,2033-12,68057.95,683,2.0
CMP_UBDIUQ,2034-04,9457.64,42,4.0
CMP_UBHFSN,2023-10,73311.16,79,2.0
CMP_UBHUKZ,2025-12,13894.55,978,1.0
CMP_UBKHZ4,2039-02,33123.63,200,4.0
CMP_UBPR91,2041-05,50119.17,826,3.0
CMP_UBY727,2034-09,34720.83,871,3.0
CMP_UBYBZ1,2043-03,69703.5,829,1.0
CMP_UC0ZQG,2030-01,95393.74,574,3.0
CMP_UC70WY,2034-05,78669.44,428,1.0
CMP_UC9NTV,2023-10,75874.29,959,1.0
CMP_UCDKS7,2040-05,4701.6,999,2.0
CMP_UCLQHB,2039-07,62420.1,302,4.0
CMP_UCML7Q,2028-08,23722.3,285,2.0
CMP_UCMQP7,2040-04,58164.2,959,4.0
CMP_UCRI29,2025-10,19893.52,432,2.0
CMP_UCRVXL,2045-06,1433.69,898,4.0
CMP_UCTLTH,2025-08,84511.22,472,4.0
CMP_UCUI3J,2049-07,25155.0,728,1.0
CMP_UCY46N,2049-07,7175.21,502,4.0
CMP_UCZIHG,2029-12,34415.59,318,2.0
CMP_UD2M30,2034-09,76176.4,554,1.0
CMP_UDNHN2,2025-02,96254.67,628,1.0
CMP_UDP1W0,2046-08,96210.97,901,3.0
CMP_UDU1R1,2039-11,6440.66,589,4.0
CMP_UE3IPR,2040-09,30480.31,783,4.0
CMP_UEDGCK,2036-08,7458.61,554,4.0
CMP_UEEZJN,2029-09,1114.68,50,2.0
CMP_UEFSHH,2030-01,71026.39,569,3.0
CMP_UEJFQ8,2046-07,34314.0,770,1.0
CMP_UELLTJ,2041-09,29048.77,270,1.0
CMP_UESOQZ,2043-03,58332.05,158,2.0
CMP_UEWQXH,2032-04,14028.58,787,3.0
CMP_UF2P7C,2031-05,56592.87,193,4.0
CMP_UF4TC2,2029-06,87221.73,361,4.0
CMP_UF71XU,2038-01,66785.03,920,4.0
CMP_UF8XDA,2046-02,91980.59,705,2.0
CMP_UFECNP,2030-07,84259.31,446,1.0
CMP_UFF80O,2038-08,9882.84,270,4.0
CMP_UFK6HX,2026-06,73540.27,782,4.0
CMP_UFKAF6,2045-06,31193.0,576,2.0
CMP_UFPJIS,2024-02,65971.88,542,3.0
CMP_UFPJZ1,2033-12,76298.31,711,2.0
CMP_UFPT78,2038-03,29794.59,849,3.0
CMP_UFY0DM,2025-10,34031.61,908,3.0
CMP_UFZZEQ,2023-04,33022.54,264,2.0
CMP_UG22F0,2046-10,91894.77,879,2.0
CMP_UG69JC,2049-07,5528.63,195,3.0
CMP_UG8JWN,2049-05,11705.8,764,4.0
CMP_UG9W3I,2035-03,30422.24,15,2.0
CMP_UGESQC,2046-07,36766.86,352,1.0
CMP_UGJC20,2041-07,98525.49,21,1.0
CMP_UGOF9L,2026-06,84129.26,335,2.0
CMP_UGPPVJ,2036-06,28360.45,813,1.0
CMP_UGPQS5,2048-11,30152.98,254,2.0
CMP_UGS12R,2029-07,97629.81,946,4.0
CMP_UGUSTC,2045-11,11895.37,958,2.0
CMP_UGVD6D,2045-06,38630.79,724,2.0
CMP_UH293Z,2040-06,14223.54,21,2.0
CMP_UH5T81,2042-10,39357.85,564,1.0
CMP_UH8WRY,2028-07,88706.46,15,3.0
CMP_UHAR7X,2037-08,43777.55,13,2.0
CMP_UHNZZO,2025-04,65510.18,324,3.0
CMP_UHOU8M,2030-07,35858.68,483,4.0
CMP_UHPPH1,2024-08,32550.85,230,1.0
CMP_UHR0W1,2031-04,93516.23,759,3.0
CMP_UI7X4X,2023-09,78151.06,782,2.0
CMP_UIJNJA,2040-12,96940.9,375,2.0
CMP_UIMUDA,2031-11,17086.11,556,4.0
CMP_UIORCK,2028-06,49139.17,687,3.0
CMP_UIQ8SB,2025-07,3098.36,609,2.0
CMP_UJ47D5,2030-05,14795.51,172,2.0
CMP_UJ9JL3,2039-05,14176.92,35,4.0
CMP_UJB87N,2042-05,35112.74,220,3.0
CMP_UJJ9MW,2046-09,24094.13,634,2.0
CMP_UJPU64,2040-06,38546.75,200,3.0
CMP_UJZVY8,2030-03,29510.88,808,1.0
CMP_UKL57Q,2031-08,90094.22,897,2.0
CMP_UKPIOU,2042-08,17768.85,34,2.0
CMP_UKR68C,2038-06,67163.03,178,4.0
CMP_UKVJ1D,2040-12,56300.99,468,1.0
CMP_UL4MPX,2042-11,49124.76,519,2.0
CMP_UL8TMS,2030-11,86741.46,710,1.0
CMP_ULA559,2031-03,27472.04,304,2.0
CMP_ULCIEL,2036-11,8256.22,831,2.0
CMP_ULH5SJ,2047-02,58098.59,994,3.0
CMP_ULKNQB,2025-01,54166.95,370,3.0
CMP_ULPLGJ,2047-10,43042.99,508,2.0
CMP_ULTOLZ,2033-11,84408.33,877,1.0
CMP_ULU588,2030-05,74896.37,457,1.0
CMP_ULY6TQ,2029-12,58440.83,467,2.0
CMP_UM5AKC,2030-01,51020.41,174,3.0
CMP_UMDJ8D,2023-01,37783.09,430,3.0
