Bundle_Category,Bundle_ID,Revenue_Generated,Units_Sold,Customer_Satisfaction_Post_Refund
Standard,BNDL_AVSQKG,25036.63,139,1.0
Standard,BNDL_AW9PGN,68331.47,143,2.0
Standard,BNDL_AXDGD6,13495.13,96,4.0
Standard,BNDL_AXG1NB,45742.17,106,3.0
Standard,BNDL_AXZNXD,89475.29,135,2.0
Standard,BNDL_AY493P,93003.85,130,2.0
Standard,BNDL_AY5R44,62895.18,199,4.0
Standard,BNDL_AYFSET,17005.46,47,1.0
Standard,BNDL_AYIPMV,96481.09,2,2.0
Standard,BNDL_AYU12B,72583.66,148,4.0
Standard,BNDL_B0W7DV,48934.69,130,1.0
Standard,BNDL_B1BS8W,41536.1,31,3.0
Standard,BNDL_B1RSG8,90565.7,175,3.0
Standard,BNDL_B23AOL,67614.18,106,1.0
Standard,BNDL_B2VXOI,89651.45,170,1.0
Standard,BNDL_B3BQ4R,79193.51,71,2.0
Standard,BNDL_B3E3TT,48190.72,35,1.0
Standard,BNDL_B3IPMR,80181.31,78,3.0
Standard,BNDL_B3XVDG,41498.69,64,3.0
Standard,BNDL_B4QRS8,94914.72,63,4.0
Standard,BNDL_B52LIX,43539.57,170,1.0
Standard,BNDL_B58KK7,27595.7,114,4.0
Standard,BNDL_B5FHNT,92999.08,46,2.0
Standard,BNDL_B5IQND,65795.15,150,1.0
Standard,BNDL_B5PELL,25560.55,190,4.0
Standard,BNDL_B66JSR,81170.12,47,2.0
Standard,BNDL_B6NUWI,29693.5,141,3.0
Standard,BNDL_B7UAW8,61427.34,186,3.0
Standard,BNDL_B86CCS,36988.99,130,2.0
Standard,BNDL_BAE2NN,73220.65,20,1.0
Standard,BNDL_BAIE0Z,14749.33,118,4.0
Standard,BNDL_BAQ6ZP,30196.55,61,4.0
Standard,BNDL_BB9LVA,34321.16,155,1.0
Standard,BNDL_BBBW9H,81687.01,13,1.0
Standard,BNDL_BBFLM7,92102.06,95,4.0
Standard,BNDL_BBJBBM,19912.83,58,4.0
Standard,BNDL_BBK4KB,44181.28,142,1.0
Standard,BNDL_BCOIJG,83947.28,126,2.0
Standard,BNDL_BCPY62,15226.73,193,1.0
Standard,BNDL_BDMRX5,41787.77,190,1.0
Standard,BNDL_BDUUYX,34076.21,116,3.0
Standard,BNDL_BECAQR,69685.6,3,3.0
Standard,BNDL_BFFC9A,47543.32,60,1.0
Standard,BNDL_BFI3IO,50149.35,36,2.0
Standard,BNDL_BFMUEW,31418.44,144,1.0
Standard,BNDL_BFQT2A,95745.13,12,2.0
Standard,BNDL_BHHKMF,41977.03,124,3.0
Standard,BNDL_BHTKWD,53890.93,99,4.0
Standard,BNDL_BHVC8L,34829.7,1,4.0
Standard,BNDL_BIKTK4,88293.66,51,3.0
Standard,BNDL_BIOWBA,69363.59,138,2.0
Standard,BNDL_BJ06E9,10362.91,90,4.0
Standard,BNDL_BJCS20,80239.92,71,1.0
Standard,BNDL_BJTXNE,64127.25,132,3.0
Standard,BNDL_BJZTZO,47704.13,38,4.0
Standard,BNDL_BKEIEO,53723.82,199,3.0
Standard,BNDL_BKJXZI,46884.34,12,3.0
Standard,BNDL_BKKPNC,86821.61,32,1.0
Standard,BNDL_BKNU8G,73747.77,117,4.0
Standard,BNDL_BL5ZX4,17765.41,92,2.0
Standard,BNDL_BLQUKX,53605.4,132,3.0
Standard,BNDL_BN2H9Y,46926.23,59,1.0
Standard,BNDL_BOAL52,86339.82,166,4.0
Standard,BNDL_BPE4B9,30872.04,15,1.0
Standard,BNDL_BPGP1L,21092.61,149,1.0
Standard,BNDL_BPY5ZN,56894.65,87,1.0
Standard,BNDL_BQAPFG,44665.48,40,1.0
Standard,BNDL_BQAXQP,30499.66,188,4.0
Standard,BNDL_BR14Y1,39863.99,140,3.0
Standard,BNDL_BRXZIH,91162.31,182,2.0
Standard,BNDL_BS9AW5,26011.45,76,2.0
Standard,BNDL_BSFPTX,53564.86,49,1.0
Standard,BNDL_BSO1WL,13593.28,4,2.0
Standard,BNDL_BSXJP6,83267.46,189,2.0
Standard,BNDL_BULPO4,53010.51,13,1.0
Standard,BNDL_BUMQSM,82619.43,22,2.0
Standard,BNDL_BUQ9A4,35456.64,15,2.0
Standard,BNDL_BVQSAN,49863.21,58,1.0
Standard,BNDL_BVQXKL,77128.97,163,2.0
Standard,BNDL_BVRP4X,24525.0,57,2.0
Standard,BNDL_BWQ4AX,69578.66,87,4.0
Standard,BNDL_BXON6R,97902.3,133,2.0
Standard,BNDL_BY30UG,86358.05,63,4.0
Standard,BNDL_C02J44,36125.25,91,4.0
Standard,BNDL_C0EADW,38176.51,100,4.0
Standard,BNDL_C1307P,42302.38,153,4.0
Standard,BNDL_C1RH6Q,19808.65,176,4.0
Standard,BNDL_C2PH78,93138.31,179,2.0
Standard,BNDL_C3PGLC,75140.94,105,1.0
Standard,BNDL_C3VFJP,96911.41,83,1.0
Standard,BNDL_C47C0C,22236.13,9,4.0
Standard,BNDL_C4GKJV,49947.93,108,4.0
Standard,BNDL_C5HEVE,36561.54,121,1.0
Standard,BNDL_C6ATTB,43185.53,187,3.0
Standard,BNDL_C6VPVN,49325.85,53,4.0
Standard,BNDL_C6WGSP,15855.74,152,4.0
Standard,BNDL_C7CUXP,78135.55,180,2.0
Standard,BNDL_C7FYPE,80364.87,67,2.0
Standard,BNDL_C817O2,77075.72,127,2.0
Standard,BNDL_C83BHM,61973.94,51,4.0
Standard,BNDL_C8A2YF,1559.19,123,2.0
Standard,BNDL_C9IMLR,47554.9,111,3.0
Standard,BNDL_C9L0W5,19744.41,46,2.0
Standard,BNDL_C9Z7YB,18919.57,89,2.0
Standard,BNDL_CAFZV7,62153.02,195,3.0
Standard,BNDL_CAHEVV,80221.32,143,2.0
Standard,BNDL_CALZ4U,14519.24,85,1.0
Standard,BNDL_CB1CB9,68821.41,178,3.0
Standard,BNDL_CBSUKY,8057.49,41,1.0
Standard,BNDL_CBTK7Y,51712.29,30,1.0
Standard,BNDL_CC7GQ4,49975.74,44,4.0
Standard,BNDL_CE5SDF,16723.49,2,1.0
Standard,BNDL_CF59JK,49680.66,37,4.0
Standard,BNDL_CF5MAU,37019.51,150,1.0
Standard,BNDL_CF5SN2,64128.79,128,4.0
Standard,BNDL_CFYIHO,9930.69,84,1.0
Standard,BNDL_CG0GHB,99423.18,60,1.0
Standard,BNDL_CG90Y7,71606.74,81,4.0
Standard,BNDL_CGF9WV,46578.99,52,4.0
Standard,BNDL_CGM6J4,73390.17,11,2.0
Standard,BNDL_CGPHMM,7356.47,103,4.0
Standard,BNDL_CHEMOW,42061.91,52,1.0
Standard,BNDL_CHGLJ7,48222.76,195,2.0
Standard,BNDL_CHU59W,6851.86,118,3.0
Standard,BNDL_CI9BEA,44087.8,68,2.0
Standard,BNDL_CIIEYL,91937.3,85,3.0
Standard,BNDL_CIU9E9,25366.08,10,1.0
Standard,BNDL_CJ2LD3,73717.26,130,2.0
Standard,BNDL_CJ7B6R,95457.21,12,1.0
Standard,BNDL_CJNJ4U,15994.82,99,2.0
Standard,BNDL_CLE7XH,4318.18,143,3.0
Standard,BNDL_CLQJJS,17276.8,105,2.0
Standard,BNDL_CLZLDN,24794.95,128,3.0
Standard,BNDL_CM9Y1S,75776.46,103,3.0
Standard,BNDL_CN5L5G,95684.85,145,1.0
Standard,BNDL_CN5ZPZ,62755.02,161,4.0
Standard,BNDL_CNS4UG,66180.26,179,4.0
Standard,BNDL_COKTZO,62003.15,141,1.0
Standard,BNDL_COYS1K,4181.57,34,3.0
Standard,BNDL_CP6VAY,60718.24,143,3.0
Standard,BNDL_CPPJTI,48626.88,7,4.0
Standard,BNDL_CPR5FI,56399.9,145,3.0
Standard,BNDL_CQDI4N,38368.96,176,2.0
Standard,BNDL_CRC67I,69382.22,192,1.0
Standard,BNDL_CRW2W4,15682.06,81,4.0
Standard,BNDL_CRYZ32,42554.38,131,2.0
Standard,BNDL_CSIHB7,27367.82,95,2.0
Standard,BNDL_CSJLM9,60817.62,72,2.0
Standard,BNDL_CSTAZ9,74741.37,20,3.0
Standard,BNDL_CTDHBY,78678.12,36,1.0
Standard,BNDL_CTK6NI,75917.05,102,4.0
Standard,BNDL_CUGER0,22786.07,15,2.0
Standard,BNDL_CUV53F,28540.33,82,3.0
Standard,BNDL_CV78VP,56604.57,94,3.0
Standard,BNDL_CVFG25,15628.25,143,2.0
Standard,BNDL_CVFHYF,7961.8,168,4.0
Standard,BNDL_CVSVXT,96461.82,55,1.0
Standard,BNDL_CVWSK8,26108.43,198,2.0
Standard,BNDL_CVXSXK,13289.68,184,2.0
Standard,BNDL_CW0MYI,23746.17,196,1.0
Standard,BNDL_CX9KRY,15977.48,152,2.0
Standard,BNDL_CXGZV5,48649.89,122,3.0
Standard,BNDL_CXSNR8,6592.97,67,2.0
Standard,BNDL_CXVMZ9,72403.07,107,2.0
Standard,BNDL_CYDTPG,7719.75,137,3.0
Standard,BNDL_CZAL20,78603.34,71,1.0
Standard,BNDL_CZN50X,44520.23,7,2.0
Standard,BNDL_CZTCIA,43452.79,7,4.0
Standard,BNDL_D01POC,74421.89,177,3.0
Standard,BNDL_D065SV,31936.08,81,4.0
Standard,BNDL_D0DPV2,70489.28,16,2.0
Standard,BNDL_D0NFEF,6606.93,141,3.0
Standard,BNDL_D1PH7H,35110.03,83,1.0
Standard,BNDL_D1Y9J6,17825.69,83,2.0
Standard,BNDL_D39RQ0,39008.56,21,2.0
Standard,BNDL_D3CNN5,55376.64,3,1.0
Standard,BNDL_D46SBI,61312.56,76,3.0
Standard,BNDL_D48EB8,56587.67,16,1.0
Standard,BNDL_D4DDOQ,9883.0,100,1.0
Standard,BNDL_D4KC7M,70745.88,73,2.0
Standard,BNDL_D4KR0X,68453.18,102,3.0
Standard,BNDL_D4ZPQF,21508.48,56,2.0
Standard,BNDL_D58VXR,24029.43,120,2.0
Standard,BNDL_D5C9OR,55380.64,88,3.0
Standard,BNDL_D5GR47,80977.62,46,3.0
Standard,BNDL_D68MQ8,36552.42,189,3.0
Standard,BNDL_D6RF87,3035.07,138,4.0
Standard,BNDL_D6VSPU,15200.1,148,4.0
Standard,BNDL_D7DEQW,74349.3,93,3.0
Standard,BNDL_D7LQDB,37537.21,131,1.0
Standard,BNDL_D8ZJAW,70416.44,182,1.0
Standard,BNDL_D9P7M1,97658.24,190,2.0
Standard,BNDL_D9RZBI,58444.96,129,3.0
Standard,BNDL_D9XMER,62653.06,21,3.0
Standard,BNDL_D9YCLU,72599.7,174,2.0
Standard,BNDL_DAFYN5,74830.32,129,3.0
Standard,BNDL_DB1W8J,36747.66,25,4.0
Standard,BNDL_DBFOA6,53439.77,176,3.0
Standard,BNDL_DBJVWC,49088.1,116,3.0
Standard,BNDL_DC4ATU,14587.27,145,4.0
Standard,BNDL_DC6I4O,25414.96,183,4.0
Standard,BNDL_DC930H,95673.5,196,3.0
Standard,BNDL_DCWHTS,85243.64,80,4.0
Standard,BNDL_DD1R9R,68500.18,14,2.0
Standard,BNDL_DDOQHC,14201.2,161,3.0
Standard,BNDL_DE6Y2B,76202.39,82,4.0
Standard,BNDL_DEK055,33964.6,194,3.0
Standard,BNDL_DEUM1T,96643.07,1,3.0
Standard,BNDL_DG2E69,54940.78,147,3.0
Standard,BNDL_DHGG23,73136.43,10,2.0
Standard,BNDL_DHNWQB,11680.48,183,1.0
Standard,BNDL_DIGVXP,18042.47,22,4.0
Standard,BNDL_DJ11U7,71844.81,79,4.0
Standard,BNDL_DJHB5F,37673.8,150,3.0
Standard,BNDL_DJS9IW,75399.44,52,4.0
Standard,BNDL_DK99O2,27358.11,163,2.0
Standard,BNDL_DKKSJ7,38656.28,119,2.0
Standard,BNDL_DL910L,60753.56,4,2.0
Standard,BNDL_DLO36Z,26886.64,82,2.0
Standard,BNDL_DLR6YA,18899.17,17,3.0
Standard,BNDL_DLSKRO,73322.83,135,1.0
Standard,BNDL_DN1OQ2,58581.98,197,1.0
Standard,BNDL_DN7LCM,17485.07,100,1.0
Standard,BNDL_DNAGS6,62829.84,80,2.0
Standard,BNDL_DNGX5I,98718.27,199,3.0
Standard,BNDL_DNRGL1,63369.79,29,3.0
Standard,BNDL_DO016W,17068.24,30,3.0
Standard,BNDL_DO4R35,8729.79,163,4.0
Standard,BNDL_DQ72TV,7234.51,119,3.0
Standard,BNDL_DQAEKR,88907.44,12,3.0
Standard,BNDL_DRACOM,38847.25,133,3.0
Standard,BNDL_DRPSG7,24163.71,37,4.0
Standard,BNDL_DT36RR,61837.41,36,3.0
Standard,BNDL_DVDTUY,71291.97,158,4.0
Standard,BNDL_DVI2LE,29509.52,149,2.0
Standard,BNDL_DVNDT7,40291.14,179,1.0
Standard,BNDL_DWXTI9,32764.32,75,2.0
Standard,BNDL_DWZ4DG,23531.7,43,4.0
Standard,BNDL_DXS1QY,47770.61,176,1.0
Standard,BNDL_DXXJ2O,41546.56,43,3.0
Standard,BNDL_DY63NU,13300.29,140,2.0
Standard,BNDL_DYDY3H,16117.96,39,2.0
Standard,BNDL_DYRETZ,76041.94,119,1.0
Standard,BNDL_DZDN7P,20423.99,26,1.0
Standard,BNDL_DZPO6F,56501.99,124,1.0
Standard,BNDL_E03JFA,68954.09,111,1.0
Standard,BNDL_E0A22Z,41909.18,176,3.0
Standard,BNDL_E0V5ST,98825.71,31,4.0
Standard,BNDL_E11XIA,79304.58,97,4.0
Standard,BNDL_E14ZM5,98800.06,20,3.0
Standard,BNDL_E19ZNC,29290.89,32,4.0
Standard,BNDL_E1YD06,17230.42,28,4.0
Standard,BNDL_E2IE2S,28141.33,139,2.0
Standard,BNDL_E2Q6LI,6585.66,117,1.0
Standard,BNDL_E2VFX7,63060.16,21,2.0
Standard,BNDL_E3IJDF,84094.61,44,4.0
Standard,BNDL_E3J878,35376.1,51,1.0
Standard,BNDL_E3KW0G,38714.51,73,2.0
Standard,BNDL_E3OBPB,60295.11,174,4.0
Standard,BNDL_E3WPKZ,15210.11,60,2.0
Standard,BNDL_E4JCPR,43713.78,55,2.0
Standard,BNDL_E4N19G,17625.43,168,3.0
Standard,BNDL_E5JC2R,78313.88,169,3.0
Standard,BNDL_E605ZM,63784.28,155,3.0
Standard,BNDL_E6HPLC,19391.2,48,3.0
Standard,BNDL_E6OBMB,43185.85,79,2.0
Standard,BNDL_E7EXIK,64029.26,58,2.0
Standard,BNDL_E7IDHR,59127.91,76,4.0
Standard,BNDL_E7PFMT,22669.44,189,1.0
Standard,BNDL_E8271Q,51985.53,142,4.0
Standard,BNDL_E9UA4P,87300.34,142,1.0
Standard,BNDL_EA6J8D,40823.34,108,3.0
Standard,BNDL_EAH3UB,54157.92,59,3.0
Standard,BNDL_EAM7YS,80310.63,29,3.0
Standard,BNDL_EBEXPY,69695.17,130,2.0
Standard,BNDL_EBO4WF,14967.81,102,2.0
Standard,BNDL_EC33T8,16607.27,52,4.0
Standard,BNDL_ECVWO2,9511.26,41,2.0
Standard,BNDL_EDOK4J,27551.85,40,2.0
Standard,BNDL_EF29HX,74047.68,166,4.0
Standard,BNDL_EF9MET,98281.38,23,1.0
Standard,BNDL_EFEVFT,83788.06,57,4.0
Standard,BNDL_EFKVCX,55497.58,4,2.0
Standard,BNDL_EFP8QO,98929.17,34,1.0
Standard,BNDL_EGM2B2,7180.7,69,1.0
Standard,BNDL_EGVMMY,42132.11,136,4.0
Standard,BNDL_EHY5EE,48280.8,67,3.0
Standard,BNDL_EHZA27,52238.65,108,4.0
Standard,BNDL_EIR47M,65647.13,156,1.0
Standard,BNDL_EJ5C9Z,99557.97,64,4.0
Standard,BNDL_EJAYIU,10851.46,50,1.0
Standard,BNDL_EJGZD2,70403.61,12,3.0
Standard,BNDL_EK318C,97400.77,129,2.0
Standard,BNDL_EK9F3J,60288.67,49,3.0
Standard,BNDL_EKKADF,63701.38,125,2.0
Standard,BNDL_EKPH6S,45443.8,84,1.0
Standard,BNDL_EKSJ0E,37102.01,155,4.0
Standard,BNDL_ELB33N,61870.4,144,4.0
Standard,BNDL_EM5VWL,68846.22,87,2.0
Standard,BNDL_EMJ81Y,69691.37,47,1.0
Standard,BNDL_EMTSS7,36087.27,16,2.0
Standard,BNDL_EMYYXZ,89962.11,139,1.0
Standard,BNDL_EN9F4S,37690.13,133,4.0
Standard,BNDL_ENLB3B,61081.16,16,4.0
Standard,BNDL_EONPJI,94479.72,108,4.0
Standard,BNDL_EP85DK,39452.06,94,4.0
Standard,BNDL_EPJGNF,72662.56,61,3.0
Standard,BNDL_EPLN96,53160.41,105,2.0
Standard,BNDL_EPYESW,26801.21,52,2.0
Standard,BNDL_EQE2MU,60130.78,179,2.0
Standard,BNDL_EQFKWH,3891.24,81,4.0
Standard,BNDL_EQV4CH,17476.11,171,1.0
Standard,BNDL_ERW5S2,75314.85,189,3.0
Standard,BNDL_ES9ONW,74651.57,86,3.0
Standard,BNDL_ET0U6Z,85592.35,39,2.0
Standard,BNDL_ET13FG,24062.75,178,3.0
Standard,BNDL_ETBNAM,22688.98,92,3.0
Standard,BNDL_ETD9HP,12473.6,178,2.0
Standard,BNDL_EUM3L6,38562.91,126,2.0
Standard,BNDL_EUSZDI,29966.36,94,2.0
Standard,BNDL_EV0ENZ,98782.48,186,1.0
Standard,BNDL_EVQECZ,72955.42,5,4.0
Standard,BNDL_EVZHVQ,28726.37,157,4.0
Standard,BNDL_EWSKPV,64198.92,193,2.0
Standard,BNDL_EXBJMW,59153.3,170,1.0
Standard,BNDL_EXO15Q,79062.55,167,3.0
Standard,BNDL_EXVF5I,82083.18,26,4.0
Standard,BNDL_EXZ3F2,29580.31,2,1.0
Standard,BNDL_EY3ZHA,75520.94,59,4.0
Standard,BNDL_EYZ0UV,91343.05,139,2.0
Standard,BNDL_EYZD98,18418.26,93,1.0
Standard,BNDL_EZC9RN,10787.44,197,4.0
Standard,BNDL_EZEJYK,35310.15,114,3.0
Standard,BNDL_EZJSHI,14178.76,169,2.0
Standard,BNDL_EZKSTR,8545.08,82,2.0
Standard,BNDL_F03HBO,34916.23,124,3.0
Standard,BNDL_F0BNIV,27891.7,84,1.0
Standard,BNDL_F0MKS4,36501.26,158,4.0
Standard,BNDL_F0N1LU,69293.39,151,3.0
Standard,BNDL_F15NKZ,86049.94,24,1.0
Standard,BNDL_F1BD7I,18662.43,58,4.0
Standard,BNDL_F1HRIG,71618.52,19,4.0
Standard,BNDL_F2PCZ7,66704.52,33,4.0
Standard,BNDL_F2R1FI,16222.07,38,2.0
Standard,BNDL_F2XPUQ,61982.68,137,2.0
Standard,BNDL_F37K8Z,74581.76,161,2.0
Standard,BNDL_F3AF5N,97055.8,26,2.0
Standard,BNDL_F40FLM,87386.69,57,3.0
Standard,BNDL_F4GY0K,86355.78,19,3.0
Standard,BNDL_F4N9X7,38015.9,190,2.0
Standard,BNDL_F4TUJV,49853.18,118,2.0
Standard,BNDL_F4W59U,73774.26,76,4.0
Standard,BNDL_F560HH,40643.1,80,4.0
Standard,BNDL_F57X10,61194.72,135,2.0
Standard,BNDL_F5JUGN,76549.65,160,3.0
Standard,BNDL_F5ZPPC,61760.62,32,2.0
Standard,BNDL_F6PJ7B,82862.8,50,1.0
Standard,BNDL_F8UQPX,26607.88,198,4.0
Standard,BNDL_F9JSS1,19864.43,90,4.0
Standard,BNDL_F9KZBD,55744.11,198,2.0
Standard,BNDL_F9N61A,8544.94,149,4.0
Standard,BNDL_FA9F3Z,78653.32,83,2.0
Standard,BNDL_FAC8QE,11315.36,196,4.0
Standard,BNDL_FAQEDB,27629.19,120,2.0
Standard,BNDL_FAWURC,43844.54,31,3.0
Standard,BNDL_FB653Z,84394.89,42,4.0
Standard,BNDL_FBXHES,65518.56,161,3.0
Standard,BNDL_FDQO9D,45927.5,32,4.0
Standard,BNDL_FDXEBF,77086.8,48,3.0
Standard,BNDL_FELILL,86812.1,189,1.0
Standard,BNDL_FEQN27,22253.2,79,4.0
Standard,BNDL_FFG86M,11492.16,91,4.0
Standard,BNDL_FFM04B,68714.33,36,3.0
Standard,BNDL_FFSBKK,70686.06,129,4.0
Standard,BNDL_FG0ATG,75545.14,65,3.0
Standard,BNDL_FGQDJW,46163.2,79,1.0
Standard,BNDL_FGXMPD,63198.31,90,4.0
Standard,BNDL_FH0B2C,91498.41,141,2.0
Standard,BNDL_FHR0AQ,47133.96,121,4.0
Standard,BNDL_FIFVSG,16104.21,87,3.0
Standard,BNDL_FIT46Y,31895.02,111,1.0
Standard,BNDL_FIXTWP,67680.15,169,4.0
Standard,BNDL_FJ39FO,29155.3,47,4.0
Standard,BNDL_FJ4FWS,45460.25,112,2.0
Standard,BNDL_FJVIR2,93731.98,40,4.0
Standard,BNDL_FJX9V1,9518.07,123,2.0
Standard,BNDL_FK1NSA,26108.81,191,1.0
Standard,BNDL_FKA3XB,99810.92,114,4.0
Standard,BNDL_FKD68K,92573.05,43,4.0
Standard,BNDL_FKDDKM,88910.83,78,2.0
Standard,BNDL_FKVH2I,37375.96,95,3.0
Standard,BNDL_FLENOB,61819.47,94,3.0
Standard,BNDL_FLLCI2,67858.4,132,4.0
Standard,BNDL_FMPUD5,33736.42,24,2.0
Standard,BNDL_FNCJ1Y,31694.17,119,1.0
Standard,BNDL_FO82TY,82661.07,4,1.0
Standard,BNDL_FP222D,92308.38,141,1.0
Standard,BNDL_FPFINI,12279.55,137,2.0
Standard,BNDL_FQUZWV,81117.82,55,4.0
Standard,BNDL_FRJ7JI,71802.51,107,2.0
Standard,BNDL_FRKZT4,69628.12,64,1.0
Standard,BNDL_FSHJL9,16876.48,125,2.0
Standard,BNDL_FSQNJ7,88237.33,39,1.0
Standard,BNDL_FT0AYM,10647.98,89,4.0
Standard,BNDL_FT5OK0,7190.31,109,2.0
Standard,BNDL_FU6QB0,96292.24,175,2.0
Standard,BNDL_FUCVW5,1757.89,101,3.0
Standard,BNDL_FUJ7T0,55524.68,131,4.0
Standard,BNDL_FUPSFC,70668.59,13,1.0
Standard,BNDL_FWB6RB,14298.26,104,2.0
Standard,BNDL_FWBS19,92622.84,16,4.0
Standard,BNDL_FWD97K,33574.91,89,1.0
Standard,BNDL_FWTKAW,62766.12,88,2.0
Standard,BNDL_FWXPAM,47478.41,37,2.0
Standard,BNDL_FX05HO,67286.62,154,4.0
Standard,BNDL_FXVRUK,87545.64,157,1.0
Standard,BNDL_FXWONK,89049.69,198,2.0
Standard,BNDL_FXY8NT,41900.8,115,4.0
Standard,BNDL_FYHOIA,33291.09,24,3.0
Standard,BNDL_FZ5CP0,32616.36,43,4.0
Standard,BNDL_FZDL6W,33196.54,173,2.0
Standard,BNDL_FZTPYH,42107.2,91,3.0
Standard,BNDL_FZY2BS,22344.04,192,2.0
Standard,BNDL_G0B9IM,54573.66,41,2.0
Standard,BNDL_G0CQMF,38998.59,119,4.0
Standard,BNDL_G0HIFA,7134.47,32,2.0
Standard,BNDL_G1CN0U,65954.74,78,3.0
Standard,BNDL_G1JEXI,71393.41,43,2.0
Standard,BNDL_G1TFMD,5619.16,173,3.0
Standard,BNDL_G22Q78,28405.13,141,2.0
Standard,BNDL_G2SHU2,55605.41,195,3.0
Standard,BNDL_G2Z2T6,28310.99,61,1.0
Standard,BNDL_G3CDTV,32027.2,186,2.0
Standard,BNDL_G3O292,96038.42,109,3.0
Standard,BNDL_G3Q1YX,51489.78,133,1.0
Standard,BNDL_G40IM4,33381.38,37,2.0
Standard,BNDL_G4LEWY,76139.53,153,3.0
Standard,BNDL_G4SSLC,78734.88,6,1.0
Standard,BNDL_G4W246,29368.39,155,2.0
Standard,BNDL_G58APA,66455.8,86,1.0
Standard,BNDL_G5O10S,1799.53,190,4.0
Standard,BNDL_G5OYSG,24840.66,46,4.0
Standard,BNDL_G5VU5U,41594.82,136,2.0
Standard,BNDL_G74YDF,88481.39,104,4.0
Standard,BNDL_G7AI9G,58052.21,126,4.0
Standard,BNDL_G7JINR,19604.06,42,2.0
Standard,BNDL_G7XZWR,24990.37,168,3.0
Standard,BNDL_G8570A,2483.62,194,3.0
Standard,BNDL_G885X7,47070.98,191,3.0
Standard,BNDL_G8MI8W,71090.23,159,1.0
Standard,BNDL_G8R8EU,55822.68,163,3.0
Standard,BNDL_G96ZAQ,31630.42,95,3.0
Standard,BNDL_G9JQKC,50787.77,53,1.0
Standard,BNDL_G9MUQ6,58530.66,86,3.0
Standard,BNDL_GAF0NQ,20660.64,14,4.0
Standard,BNDL_GAJUNZ,32238.65,116,3.0
Standard,BNDL_GANOV3,51519.3,111,1.0
Standard,BNDL_GB9QP2,55628.67,182,4.0
Standard,BNDL_GBEFMZ,14921.4,135,1.0
Standard,BNDL_GBJMH8,81474.58,32,1.0
Standard,BNDL_GCIZHS,24573.1,24,4.0
Standard,BNDL_GD8B0Y,70952.98,179,3.0
Standard,BNDL_GDBLIT,63603.7,38,3.0
Standard,BNDL_GDLXGV,64607.2,157,4.0
Standard,BNDL_GE0C90,50759.64,34,3.0
Standard,BNDL_GE54PI,36691.88,129,1.0
Standard,BNDL_GE6X0I,32032.66,60,3.0
Standard,BNDL_GE72JU,75502.34,172,2.0
Standard,BNDL_GE8JL6,27943.23,8,1.0
Standard,BNDL_GEKNP9,51968.32,22,1.0
Standard,BNDL_GEOUZJ,29279.62,155,3.0
Standard,BNDL_GF5A3D,66779.06,87,1.0
Standard,BNDL_GF7RBJ,71041.33,134,1.0
Standard,BNDL_GFFEGZ,88912.21,175,2.0
Standard,BNDL_GFU46I,2348.11,141,4.0
Standard,BNDL_GFW6YE,8980.49,196,1.0
Standard,BNDL_GH1NEK,72350.57,157,4.0
Standard,BNDL_GH7MGI,39417.2,188,3.0
Standard,BNDL_GHEG0X,65983.9,75,3.0
Standard,BNDL_GHYZ3Q,87232.96,106,1.0
Standard,BNDL_GIAF10,28071.39,119,2.0
Standard,BNDL_GICOS7,64356.2,111,4.0
Standard,BNDL_GII5ZE,3172.55,199,3.0
Standard,BNDL_GIWFDV,43922.32,135,2.0
Standard,BNDL_GJIN8M,9249.2,196,2.0
Standard,BNDL_GJP4TY,39362.72,81,3.0
Standard,BNDL_GJSDCW,66173.26,103,2.0
Standard,BNDL_GK504Z,21937.02,81,3.0
Standard,BNDL_GKR4TG,10397.42,163,4.0
Standard,BNDL_GKX087,90118.81,168,1.0
Standard,BNDL_GLOLUY,72910.35,189,4.0
Standard,BNDL_GLXAAL,83817.0,17,1.0
Standard,BNDL_GMMUHM,61869.82,145,4.0
Standard,BNDL_GMVYNG,34162.61,136,3.0
Standard,BNDL_GMY1FG,11653.02,136,2.0
Standard,BNDL_GNAPDI,50811.2,47,3.0
Standard,BNDL_GNLDM5,8718.78,118,4.0
Standard,BNDL_GP7JGP,17844.53,56,2.0
Standard,BNDL_GQ3Q6O,79448.64,179,3.0
Standard,BNDL_GQ6N11,64470.74,31,1.0
Standard,BNDL_GQ961Q,68024.79,168,4.0
Standard,BNDL_GQUMLO,50504.59,128,4.0
Standard,BNDL_GQVZ7P,54566.47,77,4.0
Standard,BNDL_GQZ2J1,24910.21,34,2.0
Standard,BNDL_GRF2BE,15066.57,131,3.0
Standard,BNDL_GRMF4D,49723.53,106,1.0
Standard,BNDL_GRRYK7,1372.46,143,1.0
Standard,BNDL_GRX4K0,41744.12,11,1.0
Standard,BNDL_GS2PDV,68187.01,30,2.0
Standard,BNDL_GTB67X,9130.9,53,1.0
Standard,BNDL_GTPI9H,8748.8,114,1.0
Standard,BNDL_GU02UY,35631.66,143,4.0
Standard,BNDL_GU8VD2,27474.12,127,4.0
Standard,BNDL_GUACIV,51840.58,65,4.0
Standard,BNDL_GUAX99,31791.97,144,4.0
Standard,BNDL_GV5QHF,98363.59,79,1.0
Standard,BNDL_GVZXG8,68947.59,83,4.0
Standard,BNDL_GW2EEH,6713.49,146,4.0
Standard,BNDL_GWARXV,48097.21,85,3.0
